Date,TemperatureHighF ,TemperatureAvgF,TemperatureLowF,DewpointHighF,DewpointAvgF,DewpointLowF,HumidityHigh,HumidityAvg,HumidityLow,PressureMaxIn,PressureMinIn,WindSpeedMaxMPH,WindSpeedAvgMPH,GustSpeedMaxMPH,PrecipitationSumIn
2016-1-17,31.3,24.9,11.3,28.6,19.8,5.4,98,81,66,29.79,29.64,10,4,0,0.00 
2016-1-18,22.1,15.8,12.7,15.7,9.8,6.8,93,77,59,29.97,29.71,17,7,0,0.00 
2016-1-19,24.8,17.9,10.8,17.3,12.7,7.0,92,80,65,30.26,29.96,14,7,0,0.00 
2016-1-20,28.6,23.6,21.0,21.3,17.4,16.1,95,77,62,30.26,30.07,8,4,0,0.00 
2016-1-21,28.9,26.6,18.9,24.7,22.8,18.2,97,85,77,30.21,30.17,6,3,0,0.00 
2016-1-22,26.4,18.3,6.3,18.7,14.5,4.2,99,86,65,30.29,30.09,7,1,0,0.00 
2016-1-23,27.0,18.9,6.4,20.9,15.6,5.3,97,87,71,30.09,29.91,11,3,0,0.00 
2016-1-24,30.4,22.9,9.1,26.2,19.8,8.4,99,88,80,30.02,29.94,8,3,0,0.00 
2016-1-25,44.2,34.5,28.8,25.6,23.6,19.5,81,66,41,30.07,29.76,7,3,0,0.00 
2016-1-26,45.5,38.8,34.3,41.2,35.1,23.7,94,87,46,29.89,29.61,18,8,0,0.13 
2016-1-27,33.3,32.1,31.6,28.1,25.7,21.3,84,77,62,30.06,29.91,11,5,0,0.00 
2016-1-28,39.7,34.4,28.0,35.1,28.3,22.1,99,79,65,29.89,29.42,10,6,0,0.02 
2016-1-29,34.2,25.9,21.2,33.7,22.7,16.6,99,88,72,29.89,29.41,18,6,0,0.01 
2016-1-30,50.9,35.5,16.9,34.9,27.0,15.5,96,73,51,29.89,29.55,14,5,0,0.00 
2016-1-31,59.0,49.2,36.5,48.5,41.0,34.2,92,74,58,29.70,29.39,14,4,0,0.00 
2016-2-1,58.6,41.0,33.6,49.7,36.6,31.8,99,85,65,30.05,29.40,16,5,0,0.00 
2016-2-2,45.1,35.6,23.5,35.5,30.9,23.3,99,84,63,30.27,29.79,13,3,0,0.02 
2016-2-3,63.0,48.9,37.6,53.6,44.4,34.9,99,85,67,29.80,29.45,19,8,0,0.71 
2016-2-4,42.1,37.1,33.6,35.5,32.5,28.2,93,84,62,30.11,29.78,14,6,0,0.00 
2016-2-5,34.5,31.4,28.8,30.2,27.6,24.7,99,86,76,30.26,30.11,6,3,0,0.03 
2016-2-6,35.1,33.8,33.1,31.8,28.4,24.1,94,81,69,30.16,30.11,10,6,0,0.00 
2016-2-7,49.6,42.2,30.9,33.3,30.9,27.2,97,65,52,30.05,29.80,8,4,0,0.00 
2016-2-8,51.4,43.2,34.0,34.9,32.4,29.1,99,67,51,29.59,29.46,11,5,0,0.00 
2016-2-9,39.2,34.7,30.2,35.6,32.3,27.0,99,91,75,29.47,29.40,13,6,0,0.03 
2016-2-10,30.9,24.6,14.5,29.7,22.0,10.3,99,90,80,29.75,29.41,13,6,0,0.00 
2016-2-11,17.4,12.9,8.2,10.3,5.8,2.5,87,73,55,30.15,29.74,12,6,0,0.00 
2016-2-12,24.1,18.1,11.5,21.2,14.2,4.8,99,85,62,30.13,29.77,14,5,0,0.00 
2016-2-13,14.2,3.3,-2.9,11.7,-0.9,-7.5,95,82,58,30.40,29.89,15,7,0,0.00 
2016-2-14,15.4,-0.9,-16.2,-0.7,-8.0,-19.3,90,73,44,30.49,30.27,6,2,0,0.00 
2016-2-15,28.0,18.0,0.7,25.5,12.9,-5.1,97,80,70,30.26,29.83,8,3,0,0.00 
2016-2-16,34.3,30.2,27.9,33.1,29.4,24.8,99,97,88,29.82,29.51,6,3,0,0.00 
2016-2-17,35.2,27.8,18.1,30.5,24.4,13.5,99,87,76,30.27,29.78,9,2,0,0.00 
2016-2-18,36.9,19.0,0.5,16.2,10.2,-1.3,95,72,37,30.54,30.28,4,2,0,0.00 
2016-2-19,49.1,32.9,10.2,37.5,23.7,9.3,97,71,45,30.39,29.46,11,5,0,0.18 
2016-2-20,58.1,47.9,41.7,41.4,37.1,33.7,87,67,44,29.80,29.45,15,7,0,0.05 
2016-2-21,44.1,35.5,28.9,35.6,30.9,24.7,99,84,67,30.03,29.82,8,2,0,0.00 
2016-2-22,38.7,29.5,22.8,25.7,21.3,15.5,99,72,51,30.19,30.03,9,3,0,0.00 
2016-2-23,38.8,28.4,20.1,29.1,21.0,12.1,94,75,51,30.18,30.00,9,4,0,0.00 
2016-2-24,36.5,34.4,31.1,36.2,34.1,29.3,99,99,93,30.00,29.05,14,5,0,0.95 
2016-2-25,38.1,32.2,26.2,37.8,31.1,20.9,99,96,80,29.72,29.06,13,7,0,0.04 
2016-2-26,29.5,23.9,17.1,20.9,16.0,12.7,99,72,53,30.05,29.73,14,7,0,0.00 
2016-2-27,41.9,33.5,17.8,33.0,25.8,15.4,96,74,62,30.03,29.72,20,8,0,0.00 
2016-2-28,64.2,52.3,40.8,40.4,36.1,33.2,75,56,40,29.73,29.30,17,8,0,0.00 
2016-2-29,59.4,37.5,22.3,45.5,31.5,12.2,99,79,43,30.06,29.26,25,10,0,0.19 
2016-3-1,30.6,25.0,16.7,29.3,18.1,9.9,99,75,62,30.10,29.26,16,5,0,0.02 
2016-3-2,30.0,21.8,16.0,29.8,16.5,10.8,99,81,57,30.13,29.27,16,6,0,0.00 
2016-3-3,30.6,23.2,17.8,21.5,16.9,11.8,93,77,63,30.20,30.07,7,3,0,0.02 
2016-3-4,35.4,25.2,16.2,22.9,19.4,13.9,96,79,58,30.12,30.01,11,3,0,0.01 
2016-3-5,36.1,28.1,14.9,25.6,21.6,12.8,98,77,60,30.15,30.06,7,2,0,0.00 
2016-3-6,43.7,30.0,15.8,25.8,21.3,14.6,98,73,37,30.26,29.98,8,2,0,0.01 
2016-3-7,56.8,46.1,32.5,40.8,36.0,26.7,83,68,53,29.98,29.89,14,6,0,0.00 
2016-3-8,67.1,55.3,43.5,48.6,43.4,39.3,87,66,43,30.01,29.84,10,3,0,0.00 
2016-3-9,71.6,60.9,51.4,54.3,49.1,41.6,89,66,49,29.91,29.84,20,6,0,0.00 
